metric,value
AP,0.35140750890980693
AP@0.50,0.7803143842225841
AP@0.75,0.2637445538064079
AP_small,0.36906177210261754
AP_medium,0.3773064275241399
AP_large,0.3560624869490872
AR@1,0.43396226415094336
AR@10,0.47452830188679246
AR@100,0.48113207547169806
AR_small,0.5
AR_medium,0.508955223880597
AR_large,0.3818181818181818
